name	aliases	previous_class	disposition	reason	consumer_evidence
ui.hitbox	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	Tools/regression/resolution_sweep.txt:19;Tools/regression/resolution_sweep.txt:56;Tools/regression/resolution_sweep.txt:63;Tools/regression/resolution_sweep.txt:70;Tools/regression/resolution_sweep.txt:77;Tools/regression/resolution_sweep.txt:84;Tools/regression/resolution_sweep.txt:91;Tools/regression/resolution_sweep.txt:98;Tools/regression/ui_layout_golden.txt:139
ui.navprobe	-	engine_service	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	Tools/regression/ui_navigation_local.txt:5;Tools/regression/verify-ui-navigation-local.ps1:3;Tools/regression/verify-ui-navigation-local.ps1:38
ui.pos	-	ui.anchor alias	api	native UI property transaction shared with Inspector and Scene View; typed HTTP input; undo/redo	Tools/regression/verify-editor-command-surface.ps1
ui.rect	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	Tools/regression/resolution_sweep.txt:19;Tools/regression/resolution_sweep.txt:55;Tools/regression/resolution_sweep.txt:62;Tools/regression/resolution_sweep.txt:69;Tools/regression/resolution_sweep.txt:76;Tools/regression/resolution_sweep.txt:83;Tools/regression/resolution_sweep.txt:90;Tools/regression/resolution_sweep.txt:97;Tools/regression/ui_layout_golden.txt:29;Tools/regression/ui_layout_golden.txt:138;Tools/regression/verify-resolution-sweep.ps1:93;Tools/regression/verify-ui-layout-golden.ps1:7;Tools/regression/verify-ui-layout-golden.ps1:63
ui.screenpos	-	ui.anchor alias	api	native UI property transaction shared with Inspector and Scene View; typed HTTP input; undo/redo	Tools/regression/verify-editor-command-surface.ps1
ui.size	-	ui.anchor alias	api	native UI property transaction shared with Inspector and Scene View; typed HTTP input; undo/redo	Tools/regression/verify-editor-command-surface.ps1
ui.status	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	Tools/regression/ddol_canvas_probe.txt:15;Tools/regression/ddol_canvas_probe.txt:69;Tools/regression/ddol_canvas_probe.txt:80;Tools/regression/run-all.ps1:299;Tools/regression/verify-ddol-canvas.ps1:15;Tools/regression/verify-ddol-canvas.ps1:17;Tools/regression/verify-ddol-canvas.ps1:94;Tools/regression/verify-ddol-canvas.ps1:158
undo	redo	editor_operation	api	retained developer product query or engine service; no synthetic fixture execution	Tools/regression/run-all.ps1:564;Tools/regression/run-all.ps1:569;Tools/regression/verify-cli-editor-operation.ps1:30;Tools/regression/verify-cli-editor-operation.ps1:31;Tools/regression/verify-cli-editor-operation.ps1:38;Tools/regression/verify-cli-editor-operation.ps1:40;Tools/regression/verify-cli-editor-operation.ps1:41;Tools/regression/verify-cli-editor-operation.ps1:107;Tools/regression/verify-cli-editor-operation.ps1:119;Tools/regression/verify-cli-editor-operation.ps1:122;Tools/regression/verify-cli-editor-operation.ps1:127;Tools/regression/verify-cli-editor-operation.ps1:161;Tools/regression/verify-cli-editor-operation.ps1:218;Tools/regression/verify-cli-editor-operation.ps1:245;Tools/regression/verify-cli-editor-operation.ps1:248;Tools/regression/verify-cli-editor-operation.ps1:279;Tools/regression/verify-cli-editor-operation.ps1:289;Tools/regression/verify-play-mode-policy-boundary.ps1:38;Tools/regression/verify-play-selection-undo.ps1:6;Tools/regression/verify-play-selection-undo.ps1:51;Tools/regression/verify-play-selection-undo.ps1:56;Tools/regression/verify-play-selection-undo.ps1:57;Tools/regression/verify-play-selection-undo.ps1:61;Tools/regression/verify-play-selection-undo.ps1:62;Tools/regression/verify-play-selection-undo.ps1:68;Tools/regression/verify-play-selection-undo.ps1:72;Tools/regression/verify-play-selection-undo.ps1:82;Tools/regression/verify-play-selection-undo.ps1:89;Tools/regression/verify-play-selection-undo.ps1:109;Tools/regression/verify-play-selection-undo.ps1:112;Tools/regression/verify-play-selection-undo.ps1:130;Tools/regression/verify-play-selection-undo.ps1:131;Tools/regression/verify-play-selection-undo.ps1:132;Tools/regression/verify-play-selection-undo.ps1:133;Tools/regression/verify-play-selection-undo.ps1:148;Tools/regression/verify-play-selection-undo.ps1:149;Tools/regression/verify-play-selection-undo.ps1:151;Tools/regression/verify-play-selection-undo.ps1:164;Tools/regression/verify-play-selection-undo.ps1:165;Tools/regression/verify-play-selection-undo.ps1:167;Tools/regression/verify-play-selection-undo.ps1:168;Tools/regression/verify-play-selection-undo.ps1:169;Tools/regression/verify-play-selection-undo.ps1:183;Tools/regression/verify-play-selection-undo.ps1:184;Tools/regression/verify-play-selection-undo.ps1:187;Tools/regression/verify-play-selection-undo.ps1:188;Tools/regression/verify-play-selection-undo.ps1:205;Tools/regression/verify-play-selection-undo.ps1:206;Tools/regression/verify-play-selection-undo.ps1:207;Tools/regression/verify-play-selection-undo.ps1:210;Tools/regression/verify-play-selection-undo.ps1:212
undo.state	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	Tools/regression/verify-cli-editor-operation.ps1:30;Tools/regression/verify-cli-editor-operation.ps1:107;Tools/regression/verify-play-selection-undo.ps1:56;Tools/regression/verify-play-selection-undo.ps1:62;Tools/regression/verify-play-selection-undo.ps1:68;Tools/regression/verify-play-selection-undo.ps1:72;Tools/regression/verify-play-selection-undo.ps1:112
vk.decal	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	no literal consumer found
vk.deferred	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	no literal consumer found
vk.fog	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	no literal consumer found
vk.forward	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	Tools/regression/verify-model-render-wiring.ps1:31;Tools/regression/verify-model-render-wiring.ps1:82;Tools/regression/verify-model-render-wiring.ps1:165
vk.gbuffer	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	Tools/regression/verify-model-render-wiring.ps1:30;Tools/regression/verify-model-render-wiring.ps1:82;Tools/regression/verify-model-render-wiring.ps1:165
vk.gizmoicon	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	no literal consumer found
vk.gizmoline	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	no literal consumer found
vk.grid	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	no literal consumer found
vk.ibl	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	no literal consumer found
vk.parallel	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	no literal consumer found
vk.post	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	no literal consumer found
vk.selftest	-	probe	commandlet	Retained contract regression with explicit caller-owned fixture inputs: mesh model path and material texture path	no literal consumer found
vk.shadow	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	Tools/regression/verify-model-render-wiring.ps1:29;Tools/regression/verify-model-render-wiring.ps1:81;Tools/regression/verify-model-render-wiring.ps1:165
vk.skybox	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	no literal consumer found
vk.ssao	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	no literal consumer found
vk.ssgi	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	no literal consumer found
vk.ssr	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	no literal consumer found
vk.sss	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	no literal consumer found
vk.ui	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	no literal consumer found
vk.wireframe	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	no literal consumer found
wait	-	engine_service	batch_syntax	Process script frame delay; HTTP execution rejects this global pause	Tools/build.ps1:1185;Tools/build.ps1:1186;Tools/dx12-validation/Invoke-Dx12Suite.ps1:133;Tools/dx12-validation/Invoke-Dx12Suite.ps1:134;Tools/dx12-validation/Invoke-Dx12Suite.ps1:169;Tools/dx12-validation/Invoke-DX12Validation.ps1:220;Tools/dx12-validation/Invoke-DX12Validation.ps1:221;Tools/dx12-validation/Invoke-DX12Validation.ps1:240;Tools/dx12-validation/Invoke-DX12Validation.ps1:266;Tools/dx12-validation/Invoke-DX12Validation.ps1:294;Tools/dx12-validation/Invoke-DX12Validation.ps1:296;Tools/dx12-validation/Invoke-DX12Validation.ps1:298;Tools/dx12-validation/Invoke-DX12Validation.ps1:330;Tools/dx12-validation/Invoke-DX12Validation.ps1:331;Tools/dx12-validation/Invoke-DX12Validation.ps1:373;Tools/dx12-validation/Invoke-DX12Validation.ps1:384;Tools/featuretest/build-scenes.ps1:45;Tools/featuretest/build-scenes.ps1:87;Tools/featuretest/build-scenes.ps1:207;Tools/featuretest/build-scenes.ps1:210;Tools/featuretest/build-scenes.ps1:213;Tools/featuretest/run-featuretests.ps1:74;Tools/featuretest/run-featuretests.ps1:78;Tools/featuretest/run-featuretests.ps1:105;Tools/featuretest/run-featuretests.ps1:109;Tools/migration/Invoke-ModelAssetV8Cutover.ps1:64;Tools/migration/Invoke-ModelAssetV8Cutover.ps1:65;Tools/profiling-validation/Invoke-ProfilingValidation.ps1:120;Tools/profiling-validation/Invoke-ProfilingValidation.ps1:156;Tools/regression/ai_registry_probe.txt:4;Tools/regression/ai_registry_probe.txt:6;Tools/regression/ai_registry_probe.txt:8;Tools/regression/ai_registry_probe.txt:11;Tools/regression/ai_registry_probe.txt:14;Tools/regression/ai_registry_probe.txt:19;Tools/regression/ai_registry_probe.txt:23;Tools/regression/bt_smoke.txt:31;Tools/regression/bt_smoke.txt:33;Tools/regression/bt_smoke.txt:38;Tools/regression/bt_smoke.txt:43;Tools/regression/bt_smoke.txt:46;Tools/regression/bt_smoke.txt:50;Tools/regression/bt_smoke.txt:60;Tools/regression/bt_smoke.txt:64;Tools/regression/bt_smoke.txt:66;Tools/regression/bt_smoke.txt:68;Tools/regression/bt_smoke.txt:73;Tools/regression/bt_smoke.txt:76;Tools/regression/bt_smoke.txt:80;Tools/regression/ddol_canvas_probe.txt:44;Tools/regression/ddol_canvas_probe.txt:51;Tools/regression/ddol_canvas_probe.txt:54;Tools/regression/ddol_canvas_probe.txt:59;Tools/regression/ddol_canvas_probe.txt:61;Tools/regression/ddol_canvas_probe.txt:66;Tools/regression/ddol_canvas_probe.txt:73;Tools/regression/ddol_canvas_probe.txt:77;Tools/regression/ddol_script_probe.txt:44;Tools/regression/ddol_script_probe.txt:48;Tools/regression/ddol_script_probe.txt:50;Tools/regression/ddol_script_probe.txt:53;Tools/regression/ddol_script_probe.txt:55;Tools/regression/ddol_script_probe.txt:57;Tools/regression/ddol_script_probe.txt:61;Tools/regression/ddol_script_probe.txt:63;Tools/regression/ddol_script_probe.txt:65;Tools/regression/hierarchy_convention.txt:34;Tools/regression/hierarchy_convention.txt:38;Tools/regression/hierarchy_convention.txt:41;Tools/regression/hierarchy_convention.txt:44;Tools/regression/hierarchy_convention.txt:47;Tools/regression/hierarchy_convention.txt:50;Tools/regression/hierarchy_convention.txt:53;Tools/regression/hierarchy_convention.txt:57;Tools/regression/hierarchy_convention.txt:60;Tools/regression/hierarchy_convention.txt:63;Tools/regression/hierarchy_convention.txt:66;Tools/regression/hierarchy_convention.txt:69;Tools/regression/hierarchy_convention.txt:72;Tools/regression/immediate_quit.txt:10;Tools/regression/immediate_quit.txt:11;Tools/regression/lc0-measure.ps1:214;Tools/regression/lc0-measure.ps1:216;Tools/regression/lc0-measure.ps1:220;Tools/regression/lc0-measure.ps1:221;Tools/regression/lc0-measure.ps1:228;Tools/regression/lc0-measure.ps1:229;Tools/regression/lc0-measure.ps1:262;Tools/regression/light_slot_restore.txt:46;Tools/regression/light_slot_restore.txt:50;Tools/regression/light_slot_restore.txt:53;Tools/regression/light_slot_restore.txt:60;Tools/regression/light_slot_restore.txt:64;Tools/regression/light_slot_restore.txt:69;Tools/regression/light_slot_restore.txt:76;Tools/regression/light_slot_restore.txt:83;Tools/regression/light_slot_restore.txt:85;Tools/regression/prefab_duplicate.txt:21;Tools/regression/prefab_duplicate.txt:23;Tools/regression/prefab_duplicate.txt:26;Tools/regression/prefab_duplicate.txt:28;Tools/regression/prefab_duplicate.txt:30;Tools/regression/prefab_duplicate.txt:32;Tools/regression/prefab_duplicate.txt:38;Tools/regression/prefab_duplicate.txt:44;Tools/regression/prefab_duplicate.txt:46;Tools/regression/prefab_duplicate.txt:48;Tools/regression/prefab_identity_injection.txt:29;Tools/regression/prefab_identity_injection.txt:31;Tools/regression/prefab_identity_injection.txt:34;Tools/regression/prefab_identity_injection.txt:36;Tools/regression/prefab_identity_injection.txt:38;Tools/regression/prefab_identity_injection.txt:40;Tools/regression/prefab_identity_injection.txt:42;Tools/regression/prefab_identity_injection.txt:50;Tools/regression/prefab_identity_injection.txt:53;Tools/regression/prefab_identity_injection.txt:55;Tools/regression/prefab_identity_injection.txt:60;Tools/regression/prefab_nested_probe.txt:33;Tools/regression/prefab_nested_probe.txt:35;Tools/regression/prefab_nested_probe.txt:39;Tools/regression/prefab_nested_probe.txt:42;Tools/regression/prefab_nested_probe.txt:43;Tools/regression/prefab_nested_probe.txt:48;Tools/regression/prefab_nested_probe.txt:55;Tools/regression/prefab_nested_probe.txt:58;Tools/regression/prefab_nested_probe.txt:62;Tools/regression/prefab_nested_probe.txt:66;Tools/regression/prefab_nested_update_probe.txt:79;Tools/regression/prefab_nested_update_probe.txt:81;Tools/regression/prefab_nested_update_probe.txt:90;Tools/regression/prefab_nested_update_probe.txt:95;Tools/regression/prefab_nested_update_probe.txt:98;Tools/regression/prefab_nested_update_probe.txt:102;Tools/regression/prefab_nested_update_probe.txt:106;Tools/regression/prefab_nested_update_probe.txt:120;Tools/regression/prefab_nested_update_probe.txt:124;Tools/regression/prefab_nested_update_probe.txt:130;Tools/regression/prefab_nested_update_probe.txt:134;Tools/regression/prefab_nested_update_probe.txt:136;Tools/regression/prefab_nested_update_probe.txt:157;Tools/regression/prefab_nested_update_probe.txt:167;Tools/regression/prefab_override_write.txt:39;Tools/regression/prefab_override_write.txt:41;Tools/regression/prefab_override_write.txt:46;Tools/regression/prefab_override_write.txt:49;Tools/regression/prefab_override_write.txt:52;Tools/regression/prefab_override_write.txt:57;Tools/regression/prefab_override_write.txt:65;Tools/regression/prefab_override_write.txt:70;Tools/regression/prefab_override_write.txt:81;Tools/regression/prefab_override_write.txt:83;Tools/regression/prefab_override_write.txt:94;Tools/regression/prefab_roundtrip.txt:24;Tools/regression/prefab_roundtrip.txt:26;Tools/regression/prefab_roundtrip.txt:31;Tools/regression/prefab_roundtrip.txt:33;Tools/regression/prefab_roundtrip.txt:35;Tools/regression/prefab_roundtrip.txt:39;Tools/regression/prefab_roundtrip.txt:43;Tools/regression/prefab_roundtrip.txt:45;Tools/regression/prefab_roundtrip.txt:49;Tools/regression/prefab_roundtrip.txt:52;Tools/regression/reflect_golden.txt:18;Tools/regression/reflect_golden.txt:20;Tools/regression/reflect_golden.txt:25;Tools/regression/reflect_golden.txt:28;Tools/regression/reflect_golden.txt:32;Tools/regression/reflect_golden.txt:35;Tools/regression/reflect_golden.txt:37;Tools/regression/resolution_sweep.txt:28;Tools/regression/resolution_sweep.txt:30;Tools/regression/resolution_sweep.txt:35;Tools/regression/resolution_sweep.txt:41;Tools/regression/resolution_sweep.txt:48;Tools/regression/resolution_sweep.txt:52;Tools/regression/resolution_sweep.txt:60;Tools/regression/resolution_sweep.txt:67;Tools/regression/resolution_sweep.txt:74;Tools/regression/resolution_sweep.txt:81;Tools/regression/resolution_sweep.txt:88;Tools/regression/resolution_sweep.txt:95;Tools/regression/resolution_sweep.txt:100;Tools/regression/transform_roundtrip.txt:31;Tools/regression/transform_roundtrip.txt:34;Tools/regression/transform_roundtrip.txt:39;Tools/regression/transform_roundtrip.txt:42;Tools/regression/transform_roundtrip.txt:45;Tools/regression/transform_roundtrip.txt:48;Tools/regression/transform_roundtrip.txt:51;Tools/regression/ui_layout_golden.txt:31;Tools/regression/ui_layout_golden.txt:33;Tools/regression/ui_layout_golden.txt:38;Tools/regression/ui_layout_golden.txt:42;Tools/regression/ui_layout_golden.txt:72;Tools/regression/ui_layout_golden.txt:101;Tools/regression/ui_layout_golden.txt:113;Tools/regression/ui_layout_golden.txt:124;Tools/regression/ui_layout_golden.txt:131;Tools/regression/ui_layout_golden.txt:135;Tools/regression/ui_navigation_local.txt:2;Tools/regression/ui_navigation_local.txt:4;Tools/regression/ui_navigation_local.txt:6;Tools/regression/ui_regression.txt:24;Tools/regression/ui_regression.txt:26;Tools/regression/ui_regression.txt:29;Tools/regression/ui_regression.txt:31;Tools/regression/ui_regression.txt:35;Tools/regression/ui_regression.txt:39;Tools/regression/ui_regression.txt:41;Tools/regression/ui_regression.txt:43;Tools/regression/ui_regression.txt:45;Tools/regression/ui_regression.txt:49;Tools/regression/ui_regression.txt:51;Tools/regression/ui_regression.txt:53;Tools/regression/ui_regression.txt:55;Tools/regression/ui_regression.txt:60;Tools/regression/ui_regression.txt:62;Tools/regression/ui_regression.txt:64;Tools/regression/ui_regression.txt:68;Tools/regression/ui_regression.txt:70;Tools/regression/ui_regression.txt:72;Tools/regression/ui_regression.txt:74;Tools/regression/verify-asset-guid-rename.ps1:19;Tools/regression/verify-asset-packer-boundaries.ps1:74;Tools/regression/verify-asset-packer-boundaries.ps1:75;Tools/regression/verify-build-path-alias-boundaries.ps1:85;Tools/regression/verify-build-path-alias-boundaries.ps1:86;Tools/regression/verify-build-stage-boundary.ps1:90;Tools/regression/verify-build-stage-boundary.ps1:91;Tools/regression/verify-cli-drain.ps1:68;Tools/regression/verify-cli-drain.ps1:69;Tools/regression/verify-cli-drain.ps1:98;Tools/regression/verify-cli-drain.ps1:140;Tools/regression/verify-cli-drain.ps1:144;Tools/regression/verify-cli-drain.ps1:146;Tools/regression/verify-cli-drain.ps1:147;Tools/regression/verify-cli-drain.ps1:148;Tools/regression/verify-cli-exit-spine.ps1:119;Tools/regression/verify-cli-exit-spine.ps1:122;Tools/regression/verify-cli-exit-spine.ps1:138;Tools/regression/verify-cli-exit-spine.ps1:141;Tools/regression/verify-cli-service.ps1:195;Tools/regression/verify-cli-service.ps1:196;Tools/regression/verify-cli-service.ps1:214;Tools/regression/verify-cli-service.ps1:216;Tools/regression/verify-cli-service.ps1:217;Tools/regression/verify-cli-service.ps1:218;Tools/regression/verify-cli-service.ps1:233;Tools/regression/verify-cli-service.ps1:235;Tools/regression/verify-crash-dump.ps1:39;Tools/regression/verify-crash-dump.ps1:40;Tools/regression/verify-experiment-asset-cooker.ps1:103;Tools/regression/verify-experiment-asset-cooker.ps1:104;Tools/regression/verify-experiment-asset-cooker.ps1:219;Tools/regression/verify-experiment-cooked-catalog.ps1:148;Tools/regression/verify-experiment-cooked-catalog.ps1:150;Tools/regression/verify-experiment-cooked-catalog.ps1:152;Tools/regression/verify-experiment-cooked-catalog.ps1:154;Tools/regression/verify-experiment-ft-primitives.ps1:29;Tools/regression/verify-experiment-model-cook-all.ps1:179;Tools/regression/verify-experiment-model-cook-all.ps1:180;Tools/regression/verify-mathematics-contract.ps1:45;Tools/regression/verify-mathematics-contract.ps1:46;Tools/regression/verify-model-asset-generation.ps1:123;Tools/regression/verify-model-asset-generation.ps1:124;Tools/regression/verify-model-corpus-v8-cutover.ps1:41;Tools/regression/verify-model-corpus-v8-cutover.ps1:42;Tools/regression/verify-model-cutover-budget.ps1:79;Tools/regression/verify-model-cutover-budget.ps1:80;Tools/regression/verify-model-cutover-budget.ps1:194;Tools/regression/verify-model-cutover-budget.ps1:196;Tools/regression/verify-model-cutover-budget.ps1:198;Tools/regression/verify-model-cutover-budget.ps1:201;Tools/regression/verify-model-render-wiring.ps1:58;Tools/regression/verify-model-render-wiring.ps1:59;Tools/regression/verify-model-scene-consumption.ps1:75;Tools/regression/verify-model-scene-consumption.ps1:76;Tools/regression/verify-model-scene-consumption.ps1:119;Tools/regression/verify-model-scene-consumption.ps1:121;Tools/regression/verify-model-scene-consumption.ps1:123;Tools/regression/verify-model-scene-consumption.ps1:127;Tools/regression/verify-model-scene-consumption.ps1:131;Tools/regression/verify-model-scene-consumption.ps1:135;Tools/regression/verify-model-scene-consumption.ps1:162;Tools/regression/verify-model-scene-consumption.ps1:166;Tools/regression/verify-model-typed-consumers.ps1:55;Tools/regression/verify-model-typed-consumers.ps1:57;Tools/regression/verify-model-typed-consumers.ps1:59;Tools/regression/verify-model-typed-consumers.ps1:61;Tools/regression/verify-model-typed-consumers.ps1:63;Tools/regression/verify-model-typed-consumers.ps1:65;Tools/regression/verify-model-typed-consumers.ps1:67;Tools/regression/verify-model-typed-consumers.ps1:94;Tools/regression/verify-model-typed-consumers.ps1:95;Tools/regression/verify-pipeline-composition.ps1:165;Tools/regression/verify-pipeline-composition.ps1:168;Tools/regression/verify-pipeline-composition.ps1:170;Tools/regression/verify-pipeline-composition.ps1:172;Tools/regression/verify-play-roundtrip.ps1:48;Tools/regression/verify-play-roundtrip.ps1:54;Tools/regression/verify-play-roundtrip.ps1:58;Tools/regression/verify-play-roundtrip.ps1:60;Tools/regression/verify-play-roundtrip.ps1:64;Tools/regression/verify-play-selection-undo.ps1:54;Tools/regression/verify-play-selection-undo.ps1:66;Tools/regression/verify-play-selection-undo.ps1:70;Tools/regression/verify-player-missing-pak.ps1:171;Tools/regression/verify-player-missing-pak.ps1:172;Tools/regression/verify-player-normal-exit.ps1:130;Tools/regression/verify-player-normal-exit.ps1:131;Tools/regression/verify-player-runtime-boundary.ps1:66;Tools/regression/verify-player-runtime-boundary.ps1:67;Tools/regression/verify-player-runtime-text-parser.ps1:95;Tools/regression/verify-player-runtime-text-parser.ps1:96;Tools/regression/verify-prefab-authoring-corpus.ps1:47;Tools/regression/verify-prefab-authoring-corpus.ps1:51;Tools/regression/verify-prefab-authoring-corpus.ps1:55;Tools/regression/verify-prefab-nested-update.ps1:193;Tools/regression/verify-scene-authoring-corpus.ps1:52;Tools/regression/verify-scene-authoring-corpus.ps1:55;Tools/regression/verify-scene-entity-api.ps1:32;Tools/regression/verify-scene-entity-api.ps1:34;Tools/regression/verify-scene-entity-api.ps1:38;Tools/regression/verify-scene-entity-api.ps1:40;Tools/regression/verify-scene-entity-api.ps1:86;Tools/regression/verify-scene-entity-api.ps1:88;Tools/regression/verify-transform-roundtrip.ps1:88;Tools/showcase/Start-MaterialShowcase.ps1:109;Tools/showcase/Start-MaterialShowcase.ps1:111;Tools/showcase/Start-MaterialShowcase.ps1:121;Tools/showcase/Start-MaterialShowcase.ps1:136;scripts/asan_lifecycle_stress.txt:27;scripts/asan_lifecycle_stress.txt:30;scripts/asan_lifecycle_stress.txt:40;scripts/asan_lifecycle_stress.txt:42;scripts/asan_lifecycle_stress.txt:46;scripts/asan_lifecycle_stress.txt:53;scripts/asan_lifecycle_stress.txt:78;scripts/asan_lifecycle_stress.txt:80;scripts/asan_lifecycle_stress.txt:83;scripts/asan_lifecycle_stress.txt:89;scripts/asan_lifecycle_stress.txt:91;scripts/asan_lifecycle_stress.txt:96;scripts/asan_lifecycle_stress.txt:98;scripts/asan_lifecycle_stress.txt:107;scripts/asan_lifecycle_stress.txt:109;scripts/asan_lifecycle_stress.txt:111;scripts/asan_lifecycle_stress.txt:118;scripts/asan_lifecycle_stress.txt:123;scripts/asan_lifecycle_stress.txt:125;scripts/asan_lifecycle_stress.txt:127;scripts/asan_lifecycle_stress.txt:129;scripts/asan_lifecycle_stress.txt:131;scripts/editor_drop_animation.txt:13;scripts/editor_drop_animation.txt:15;scripts/editor_drop_animation.txt:17;scripts/editor_drop_animation.txt:20;scripts/lifecycle_baseline.txt:57;scripts/lifecycle_baseline.txt:60;scripts/lifecycle_baseline.txt:70;scripts/lifecycle_baseline.txt:72;scripts/lifecycle_baseline.txt:77;scripts/lifecycle_baseline.txt:84;scripts/lifecycle_baseline.txt:109;scripts/lifecycle_baseline.txt:111;scripts/lifecycle_baseline.txt:115;scripts/lifecycle_baseline.txt:126;scripts/lifecycle_baseline.txt:130;scripts/lifecycle_baseline.txt:139;scripts/lifecycle_baseline.txt:144;scripts/lifecycle_baseline.txt:146;scripts/lifecycle_baseline.txt:150;scripts/lifecycle_baseline.txt:158;scripts/lifecycle_baseline.txt:161;scripts/lifecycle_baseline.txt:165;scripts/scene_churn_benchmark.txt:25;scripts/scene_churn_benchmark.txt:31;scripts/scene_churn_benchmark.txt:33;scripts/scene_churn_benchmark.txt:39;scripts/scene_churn_benchmark.txt:41;scripts/scene_churn_benchmark.txt:47;scripts/scene_churn_benchmark.txt:49;scripts/script_add_awake_once.txt:59;scripts/script_add_awake_once.txt:61;scripts/script_add_awake_once.txt:64;scripts/skinned_pose_visual.txt:15;scripts/skinned_pose_visual.txt:21;scripts/skinned_pose_visual.txt:23;scripts/skinned_pose_visual.txt:30;scripts/skinned_pose_visual.txt:38;scripts/skinned_pose_visual.txt:44;scripts/skinned_pose_visual.txt:49;scripts/skinned_pose_visual.txt:54;scripts/skinned_pose_visual.txt:59;scripts/skinned_pose_visual.txt:61;scripts/skinned_pose_visual.txt:63;scripts/skinned_pose_visual.txt:69;scripts/skinned_pose_visual.txt:72;scripts/skinned_pose_visual.txt:75;scripts/skinned_pose_visual.txt:77;scripts/skinned_pose_visual.txt:80;scripts/skinned_pose_visual.txt:83;scripts/skinned_pose_visual.txt:86;scripts/skinned_pose_visual.txt:89;scripts/skinned_pose_visual.txt:92;scripts/skinned_pose_visual.txt:96;scripts/skinned_proxy_refresh.txt:15;scripts/skinned_proxy_refresh.txt:17;scripts/skinned_proxy_refresh.txt:19;scripts/skinned_proxy_refresh.txt:21;scripts/skinned_proxy_refresh.txt:23;scripts/skinned_proxy_refresh.txt:25;scripts/skinned_proxy_refresh.txt:27;scripts/skin_pose_integrity.txt:13;scripts/skin_pose_integrity.txt:15;scripts/skin_pose_integrity.txt:17;scripts/skin_pose_integrity.txt:19;scripts/skin_pose_integrity.txt:21;scripts/skin_pose_integrity.txt:23;scripts/skin_pose_integrity.txt:25;scripts/skin_pose_integrity.txt:27;scripts/skin_pose_integrity.txt:29;scripts/skin_pose_visual.txt:20;scripts/skin_pose_visual.txt:22;scripts/skin_pose_visual.txt:24;scripts/skin_pose_visual.txt:29;scripts/skin_pose_visual.txt:31;scripts/skin_pose_visual.txt:33;scripts/skin_pose_visual.txt:35;scripts/skin_pose_visual.txt:37;scripts/skin_pose_visual.txt:41
window.info	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	Tools/regression/resolution_sweep.txt:3;Tools/regression/resolution_sweep.txt:8;Tools/regression/resolution_sweep.txt:54;Tools/regression/resolution_sweep.txt:61;Tools/regression/resolution_sweep.txt:68;Tools/regression/resolution_sweep.txt:75;Tools/regression/resolution_sweep.txt:82;Tools/regression/resolution_sweep.txt:89;Tools/regression/resolution_sweep.txt:96;Tools/regression/ui_layout_golden.txt:35;Tools/regression/ui_layout_golden.txt:137;Tools/regression/verify-resolution-sweep.ps1:12;Tools/regression/verify-ui-layout-golden.ps1:85
window.resize	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	Tools/featuretest/run-featuretests.ps1:74;Tools/regression/resolution_sweep.txt:59;Tools/regression/resolution_sweep.txt:66;Tools/regression/resolution_sweep.txt:73;Tools/regression/resolution_sweep.txt:80;Tools/regression/resolution_sweep.txt:87;Tools/regression/resolution_sweep.txt:94;Tools/regression/ui_layout_golden.txt:37;Tools/regression/verify-resolution-sweep.ps1:27;Tools/regression/verify-resolution-sweep.ps1:144;Tools/showcase/Start-MaterialShowcase.ps1:109
